rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
43,"spotify:track:1xOqGUkyxGQRdCvGpvWKmL","KATSEYE","Gabriela","HYBE/Geffen",7,42,183,"2474941"
44,"spotify:track:64qfw9JZl3RYCrq4Mn0WvT","Idgitaf","Sedia Aku Sebelum Hujan","idgitaf musik",34,38,20,"2463878"
45,"spotify:track:4oVO4fGNRRvEn0CRuFO4qv","ROSALÍA, Yahritza Y Su Esencia","La Perla","Columbia",5,41,43,"2415587"
46,"spotify:track:3cZajhyr8LmtPfHZ9296tj","Disco Lines, Tinashe","No Broke Boys","Nice Life/Atlantic",12,44,176,"2372738"
47,"spotify:track:3XsaSIPWvM61RIFfeb0BBR","Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra","White Christmas - 1947 Version","Geffen",10,57,262,"2341931"
48,"spotify:track:27xkOIER6uDLKALIelHylZ","Jin","Don’t Say You Love Me","BIGHIT MUSIC",1,39,218,"2338482"
49,"spotify:track:6IeK3Ap5m3HabwJxgI6eSE","Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","RCA Records Label",17,60,222,"2319149"
50,"spotify:track:2pnPe4pJtq7689i5ydzvJJ","Chuck Berry","Run Rudolph Run","Geffen*",27,63,164,"2297398"
51,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",12,43,1943,"2284786"
52,"spotify:track:2O3MQ6H3gjrIWDcpeTrikT","Kelly Clarkson, Ariana Grande","Santa, Can’t You Hear Me","Atlantic Records",32,59,82,"2277723"
53,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",2,45,804,"2267434"
54,"spotify:track:4tHqQMWSqmL6YjXwsqthDI","John Williams","Carol of the Bells (From ""Home Alone"" Soundtrack)","Masterworks",24,67,112,"2259548"
55,"spotify:track:3QIoEi8Enr9uHffwInGIsC","Eagles","Please Come Home for Christmas - 2013 Remaster","Rhino/Elektra",31,66,79,"2250298"
56,"spotify:track:11P4sSu6BH2lAbWk1sL6cK","Elton John","Step Into Christmas - Remastered 1995","EMI",19,80,158,"2203781"
57,"spotify:track:57Z6TJCTMACXxdrcwZ3Zvf","EsDeeKid, Rico Ace","Phantom","Lizzy Records",51,54,35,"2197766"
58,"spotify:track:6iOndD4OFo7GkaDypWQIou","W Sound, Beéle, Ovy On The Drums","La Plena - W Sound 05","WEA Latina",4,62,297,"2197709"
59,"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Radiohead","Creep","XL Recordings",22,48,750,"2162737"
60,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",8,49,582,"2155736"
61,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,50,519,"2154694"
62,"spotify:track:0hz5PNF2wejwUKCMpesQWt","Ed Sheeran, Elton John","Merry Christmas","Atlantic Records UK",16,74,127,"2153813"
63,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",5,73,1779,"2150080"
64,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","Play It Again Sam",15,53,1236,"2107965"
65,"spotify:track:4WFgvKVfEhb3IUAFGrutTR","Ravyn Lenae","Love Me Not","Atlantic Records",8,56,276,"2087247"
66,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,65,701,"2083351"
67,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",11,58,1262,"2058646"
68,"spotify:track:05od2qm2MTSKCHxy1GBp5W","sombr","12 to 12","Warner Records",12,52,145,"2055237"
69,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",15,75,1814,"2052154"
70,"spotify:track:550rQQCGkrTzvp4SfpOPzx","Pentatonix","Hallelujah","RCA Records Label",31,102,101,"2031320"
71,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",1,71,1902,"2029723"
72,"spotify:track:4kKdvXD0ez7jp1296JmAts","Frank Sinatra, B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Columbia/Legacy",10,86,271,"2023537"
73,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",5,69,349,"2022633"
74,"spotify:track:0myRViRgmQ3J8izICXEAVO","She & Him","I Thought I Saw Your Face Today","Merge Records",60,64,12,"2004205"
75,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",1,70,428,"1963075"
76,"spotify:track:0FIDCNYYjNvPVimz5icugS","The Weeknd, Playboi Carti","Timeless (feat Playboi Carti)","XO / Republic Records",2,61,449,"1958755"
77,"spotify:track:3VTNVsTTu05dmTsVFrmGpK","The Pogues, Kirsty MacColl","Fairytale of New York (feat. Kirsty MacColl)","WM UK",18,97,196,"1955836"
78,"spotify:track:3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas","RCA Victor",21,89,209,"1948410"
79,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",5,68,765,"1942818"
80,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",1,76,617,"1930140"
81,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,128,2211,"1895191"
82,"spotify:track:2FPfeYlrbSBR8PwCU0zaqq","Frank Sinatra","Have Yourself A Merry Little Christmas - Remastered 1999","Capitol Records",36,103,61,"1857703"
83,"spotify:track:0KKkJNfGyhkQ5aFogxQAPU","Bruno Mars","That's What I Like","Atlantic Records",5,104,1120,"1851983"
84,"spotify:track:4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999","Capitol Records",25,119,118,"1845737"
85,"spotify:track:0l0vcZMU7AOeQmUIREoI2U","Rauw Alejandro, Bad Bunny","Qué Pasaría...","Sony Music Latin/Duars Entertainment",13,72,366,"1845070"
86,"spotify:track:2BwO5K8Q7EPAJSGze3AAh9","Sabrina Carpenter","Manchild","Island Records",1,77,197,"1839406"
87,"spotify:track:0lYBSQXN6rCTvUZvg9S0lU","DJ Snake, Justin Bieber","Let Me Love You","DJ Snake Def Jam",3,84,569,"1834813"
88,"spotify:track:6J5kc12BW5HuP3d7C3vvx8","Bad Bunny","EoO","Rimas Entertainment LLC.",9,82,346,"1828904"
89,"spotify:track:7D0RhFcb3CrfPuTJ0obrod","Coldplay","Sparks","Parlophone UK",26,78,469,"1826509"
90,"spotify:track:6eODMWDVi22dpEZJoqg5h7","Laufey","Winter Wonderland","Vingolf Recordings",23,105,59,"1823665"
91,"spotify:track:2OQ6a4CfUeYskpTTgyawyJ","Gwen Stefani, Blake Shelton","You Make It Feel Like Christmas (feat. Blake Shelton)","UMGRI Interscope",38,95,97,"1801374"
92,"spotify:track:0YWUHZPJVg4iujddsJDwhM","Britney Spears","My Only Wish (This Year)","Jive",29,115,160,"1794443"
93,"spotify:track:7yogx3TwxGwSxO2QITsT2q","Sabrina Carpenter","A Nonsense Christmas","Island Records",32,109,39,"1790656"
94,"spotify:track:04vLj9QUXoKdRlsp3gkURo","Bing Crosby, The Andrews Sisters","Mele Kalikimaka (Merry Christmas)","Geffen",38,120,61,"1780350"
95,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",3,83,428,"1779577"
96,"spotify:track:1mgoLJV5W6JSWanT5bgf3o","BLOK3","KUSURA BAKMA","Mundo Music",21,79,22,"1767247"
97,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""","Black Panther (TDE/DMG) PS",2,87,925,"1756727"
98,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",7,101,924,"1749521"
99,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,99,889,"1741579"
100,"spotify:track:0wHayguZd1CeQDLYohXNMS","Kato, Jon","Turn The Lights Off (feat. Jon)","disco:wax",93,93,8,"1739359"
101,"spotify:track:2xGO2UjzxeVQSIkyg98vck","Queen","Thank God It's Christmas - Non-Album Single","EMI",25,141,100,"1712059"
102,"spotify:track:0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Hall","CAPITOL CATALOG MKT (C92)",23,133,88,"1711530"
103,"spotify:track:1foCxQtxBweJtZmdxhEHVO","Eartha Kitt, Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)","RCA Bluebird",30,136,120,"1707975"
104,"spotify:track:33MeEaRCeIQMSRyFTr5ZJU","Neton Vega","Pvta Luna","Josa Records (Neton Vega)",88,88,35,"1704325"
105,"spotify:track:0TFTAtCYhp2tQ9KcJIZb55","sombr","undressed","Warner Records",6,81,268,"1697610"
106,"spotify:track:0d28khcov6AiegSCpG5TuT","Gorillaz, De La Soul","Feel Good Inc.","Parlophone UK",39,123,353,"1692109"
107,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",59,124,1440,"1675489"
108,"spotify:track:59D4DOkspUbWyMmbAPQkxZ","Bad Bunny","VOY A LLeVARTE PA PR","Rimas Entertainment LLC.",7,92,284,"1674790"
109,"spotify:track:6uiQ0DqbXTBc8tl0AUKZkR","Rels B","TU VAS SIN (fav)","DALE PLAY Records / Flakk Team",26,98,159,"1672756"
110,"spotify:track:2gYTC8DsplN3RNdpdBcCOQ","SIENNA SPIRO","Die On This Hill","Capitol Records",94,94,11,"1671621"
111,"spotify:track:0ll8uFnc0nANY35E0Lfxvg","Keane","Somewhere Only We Know","Universal-Island Records Ltd.",60,113,1103,"1666615"
112,"spotify:track:7qiZfU4dY1lWllzX7mPBI3","Ed Sheeran","Shape of You","Atlantic Records UK",1,147,2725,"1664481"
113,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino Recording Co",40,91,1447,"1660994"
114,"spotify:track:3oTuTpF1F3A7rEC6RKsMRz","Dave, Tems","Raindance (feat. Tems)","Neighbourhood",53,108,17,"1660186"
115,"spotify:track:6DH13QYXK7lKkYHSU88N48","Daniel Caesar","Who Knows","Republic Records",78,85,30,"1642347"
116,"spotify:track:7J1uxwnxfQLu4APicE5Rnj","Michael Jackson","Billie Jean","Epic",35,-1,268,"1632019"
117,"spotify:track:02sy7FAs8dkDNYsHp4Ul3f","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Soda Pop","K-Pop Demon Hunters",3,110,180,"1630330"
118,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",27,170,1210,"1622539"
119,"spotify:track:5xlS0QkVrSH7ssEbBgBzbM","The Beach Boys","Little Saint Nick - 1991 Remix","Capitol Records",27,138,83,"1616639"
120,"spotify:track:5BZsQlgw21vDOAjoqkNgKb","Justin Bieber","DAISIES","JRC Entertainment, LLC / ILH Production Co. LLC / Def Jam Recordings",1,107,162,"1614118"
121,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",16,127,896,"1611641"
122,"spotify:track:1oAwsWBovWRIp7qLMGPIet","Cigarettes After Sex","Apocalypse","Partisan Records",44,100,1227,"1609688"
123,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",17,112,914,"1601312"
124,"spotify:track:554qQSs9lpRVq6TlaaiIKT","EsDeeKid","4 Raws","Lizzy Records",106,135,13,"1596391"
125,"spotify:track:3siwsiaEoU4Kuuc9WKMUy5","The Marías","No One Noticed","Nice Life/Atlantic",32,90,406,"1591424"
126,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",11,162,1708,"1580979"
127,"spotify:track:2fuYa3Lx06QQJAm0MjztKr","Radiohead","Let Down","XL Recordings",49,96,202,"1579753"
128,"spotify:track:4NyUIohBa3CEMGcXURYSOh","Herencia De Grandes","Ya Borracho","Rancho Humilde",126,126,30,"1573498"
129,"spotify:track:77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas","Geffen",13,171,234,"1571725"
130,"spotify:track:0bxPRWprUVpQK0UFcddkrA","Kehlani","Folded","TSNMI / Atlantic",62,116,141,"1569793"
131,"spotify:track:1PtQJZVZIdWIYdARpZRDFO","Kate Bush","Running Up That Hill (A Deal With God)","Fish People",1,125,264,"1569237"
132,"spotify:track:2CGNAOSuO1MEFCbBRgUzjd","Kendrick Lamar, SZA","luther (with sza)","pgLang, under exclusive license to Interscope Records",2,129,393,"1566954"
133,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Eminem Catalog PS",29,157,1461,"1561475"
134,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",13,164,1021,"1560519"
135,"spotify:track:2nLtzopw4rPReszdYBJU6h","Linkin Park","Numb","Warner Records",12,160,643,"1557760"
136,"spotify:track:2GP6UzoA55p6yYiPCGyEhg","Omar Camacho, Victor Mendivil","2+2","Rico o Muerto Music LLC",77,111,132,"1557667"
137,"spotify:track:3hpm0fTeSqlhJbnqAgaLZs","Fuerza Regida","Marlboro Rojo","Rancho Humilde/Street Mob Records/Sony Music Latin",13,117,225,"1553396"
138,"spotify:track:1WwQ714xuznu44tEnkem2g","HAVEN., Kaitlin Aragon","I Run","Isekai / Broke / AAO",39,121,25,"1545923"
139,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",21,165,1224,"1538679"
140,"spotify:track:0eaVIYo2zeOaGJeqZ5TwYz","Don Toliver","No Pole","Cactus Jack / Atlantic",58,130,364,"1537176"
141,"spotify:track:2uXlHCUbq9OMUwx3hrk06o","Vance Joy","Riptide","Atlantic Records",28,143,1772,"1535483"
142,"spotify:track:09CtPGIpYB4BrO8qb1RGsF","Justin Bieber","Sorry","RBMG/Def Jam",55,191,246,"1529972"
143,"spotify:track:0COqiPhxzoWICwFCS4eZcp","Evanescence","Bring Me To Life","The Bicycle Music Company",72,137,251,"1523509"
144,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",80,153,943,"1523382"
145,"spotify:track:2a1o6ZejUi8U3wzzOtCOYw","Don Omar, Lucenzo","Danza Kuduro","UMLE - Machete",64,155,712,"1521345"
146,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Atlantic Records",27,161,1059,"1521082"
147,"spotify:track:0tgVpDi06FyKpA1z0VMD4v","Ed Sheeran","Perfect","Atlantic Records UK",3,163,2980,"1513236"
148,"spotify:track:51ZQ1vr10ffzbwIjDCwqm4","Ariana Grande","we can't be friends (wait for your love)","Republic Records",1,114,652,"1513008"
149,"spotify:track:0WbMK4wrZ1wFSty9F7FCgu","Chappell Roan","Good Luck, Babe!","Chappell Roan PS/ Island",5,122,620,"1510943"
150,"spotify:track:6s2wpWPFPAgKg2LXxi1Oee","Bruce Springsteen","Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","NITRON concepts",25,184,88,"1506894"
151,"spotify:track:73scB4Q4fcOmnsBVZPmk32","KAROL G","Si Antes Te Hubiera Conocido","Bichota/Interscope Records",4,180,496,"1503031"
152,"spotify:track:6K4t31amVTZDgR3sKmwUJJ","Tame Impala","The Less I Know The Better","Universal Music Australia Pty. Ltd.",87,134,420,"1493633"
153,"spotify:track:38Ps9Kui6qJjpVqdBOfN5M","Grupo Menos É Mais, Simone Mendes","P do Pecado - Ao Vivo","Som Livre",32,-1,142,"1492653"
154,"spotify:track:3PIDciSFdrQxSQSihim3hN","Mariah Carey","Christmas (Baby Please Come Home)","Columbia",31,-1,134,"1488863"
155,"spotify:track:7gKxCvTDWwV9wBhdeBbr3l","Olivia Dean","Nice To Each Other","PLG - Capitol",44,132,122,"1488456"
156,"spotify:track:4fzyvSu73BhGvi96p2zwjL","Coldplay","Christmas Lights","Parlophone UK",34,189,125,"1486591"
157,"spotify:track:0eLtIxPRNJfsmehITZ1qaJ","Aditya Rikhari","Sahiba","T-Series",28,154,166,"1484821"
158,"spotify:track:5qqabIl2vWzo9ApSC317sa","Oasis","Wonderwall - Remastered","Big Brother",16,186,850,"1482279"
159,"spotify:track:1NXbNEAcPvY5G1xvfN57aA","Tame Impala","Dracula","Columbia",27,118,85,"1479511"
160,"spotify:track:3bMfUUpzUzqWp9II00yRhE","Vince Guaraldi Trio","Christmas Time Is Here","Craft Recordings",31,188,46,"1478758"
161,"spotify:track:2mdrVnxEnPR6iFijakkxQS","Young Cister, Kreamly","QLOO*","Sony Music Entertainment Chile S.A",28,150,144,"1471287"
162,"spotify:track:1DIXPcTDzTj8ZMHt3PDt8p","Coolio, L.V.","Gangsta's Paradise","Tommy Boy Music, LLC",11,193,723,"1458769"
163,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,169,1312,"1454021"
164,"spotify:track:75JFxkI2RXiU7L9VXzMkle","Coldplay","The Scientist","Parlophone Records Limited",63,194,631,"1445667"
165,"spotify:track:25leEEaz1gIpp7o21Fqyjo","Gene Autry","Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version","Columbia/Legacy",40,196,48,"1445654"
166,"spotify:track:4e76Ss3ji7HQZ4qwcPNkNA","Junior H","MIENTRAS DUERMES","WEA Latina",113,131,81,"1426595"
167,"spotify:track:5MCbGWnNLLjoHpbDO3BOgi","Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan","Gehra Hua (From ""Dhurandhar"")","Saregama India Ltd",148,148,3,"1425318"
168,"spotify:track:1XGmzt0PVuFgQYYnV2It7A","Maroon 5, Wiz Khalifa","Payphone","Interscope Records*",46,179,626,"1422678"
169,"spotify:track:7d6yK8v8J484SWH5prIQiE","Bad Bunny, Omar Courtz, Dei V","VeLDÁ","Rimas Entertainment LLC.",8,149,311,"1422041"
170,"spotify:track:42VUCXerQ5qTr4Qp6PhKo4","Sabrina Carpenter","Tears","Island Records",1,152,113,"1420251"
171,"spotify:track:5xKr4HfdnYLMDmAJZkOuBc","Shashwat Sachdev, Hanumankind, Jasmine Sandlas, Sudhir Yaduvanshi, Charanjit Ahuja, Muhammad Sadiq, Ranjit Kaur, Babu Singh Maan","Dhurandhar - Title Track (From ""Dhurandhar"")","Saregama India Ltd",139,178,9,"1419482"
172,"spotify:track:1k0JAiH11gHL9dc5dfQjQr","ILLIT","NOT CUTE ANYMORE","BELIFT LAB",134,176,22,"1417328"
173,"spotify:track:5EcG8eMMlwkHRVa4aTR1qd","Rihanna","Breakin' Dishes","Def Jam Recordings",32,167,266,"1410578"
174,"spotify:track:0gucTLf7trAf37Ua1uAyAu","Nirvana","Smells Like Teen Spirit","Geffen",92,-1,937,"1409867"
175,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",8,156,382,"1407546"
176,"spotify:track:2WfaOiMkCvy7F5fcp2zZ8L","a-ha","Take on Me","Rhino",36,-1,612,"1406880"
177,"spotify:track:2N9miXnewVmUrgl6JSK1FI","LE SSERAFIM, j-hope","SPAGHETTI","SOURCE MUSIC",19,166,57,"1403655"
178,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",9,190,1414,"1399749"
179,"spotify:track:0B7wvvmu9EISAwZnOpjhNI","Bruno Mars","When I Was Your Man","Atlantic Records",28,192,1068,"1398830"
180,"spotify:track:7nrd0eIftH3NQLfgk20Qp9","Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA","YOGURCITO REMIX (feat. Kris R., ROA)","WEA Latina",81,173,92,"1397160"
181,"spotify:track:3d0WouFnFmr0K3kjeza3fF","Shakira, Wyclef Jean","Hips Don't Lie (feat. Wyclef Jean)","Epic",63,-1,271,"1394581"
182,"spotify:track:23p1uP74XiVYCXjPP23Kz7","Flipperachi","FA9LA","Outlaw Productions",51,142,11,"1393367"
183,"spotify:track:3zEN0ii6s4DHHBpnTp3RP7","Empire Of The Sun","We Are The People","EMI Recorded Music Australia Pty Ltd",89,140,153,"1392723"
184,"spotify:track:7koAf6aZgjO6TS7bipfPD0","Ovy On The Drums, Quevedo, Beéle","YO y TÚ","WEA Latina",33,158,185,"1390707"
185,"spotify:track:5cF0dROlMOK5uNZtivgu50","Charlie Puth","Attention","Artist Partner",5,-1,571,"1387273"
186,"spotify:track:7G7mSV4BebkoHWwKTDvXu9","V, Park Hyo Shin","Winter Ahead (with PARK HYO SHIN)","BIGHIT MUSIC",15,146,345,"1384713"
